Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,8041.84,8194.32,7774.64,8358.44,9633.83,9872.05,10374.04,10531.22,10092.32,10149.64,10903.18,12022.87,12595.63,13808.23,16141.17,17142.13,16389.85,16130.82,15730.56,14532.56,12752.9,13421.97,14565.33
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,540.67,509.03,580.6,624.04,748.74,1245.47,1379.13,1635.04,1578.97,1879.24,2303.83,2653.09,2578.5,2742.25,2502.07,2332.68,2495.14,2584.33,2593.78,2446.08,2624.6,3115.92,2994.45
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,4991.24,5207.13,5701.64,6681.31,8021.55,9035.53,11254.31,13995.78,11525.9,12504.25,13776.39,13010.76,13558.34,14181.95,12560.05,12378.81,13815.5,15504.51,15700.01,15816.82,18050.28,18732.5,22112.86
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,471.92,526.79,556.73,673.67,814.93,995.62,1171.49,1419.29,1248.72,1416.56,1593.37,1681.15,1791.64,1844.55,1524.76,1320.45,1340.65,1452.93,1490.5,1330.59,1420.14,1579.54,1466.19
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,18123.2,18731.46,19557.12,20988.99,21959.32,22935.94,23664.88,24898.33,25768.73,26435.75,27278.88,27944.73,28513.17,28981.46,29763.49,30627.16,31108.75,31615.07,32916.87,31427.43,32619.25,35268.08,36779.06
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,11734.76,12936.69,15797.78,18064.16,18780.13,19839.45,22811.06,24949.04,23151.22,22520.64,23217.3,20563.71,21653.2,22103.7,19250.11,19991.97,21490.43,23562.55,23330.82,22242.41,24661.17,24515.27,27275.11
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,1630.19,1361.25,1436.76,1776.93,1960.51,2426.42,3194.26,4360.43,3920.19,4725.73,5776.28,5617.1,6410.81,6629.42,5861.4,5759.04,6136.06,6242.96,5807.84,5353.35,5959.44,6187.07,6260.46
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,1335.55,1156.22,1257.7,1422.19,1543.7,1570.1,1664.25,2035.2,2191.78,2557.08,2880.8,3067.44,3315.3,3352.11,3272.15,3527.61,3620.36,3562.33,3656.86,3233.57,3678.64,3799.96,3367.61
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1643.2,1700.27,2000.66,2272.32,2491.14,2582.69,2811.74,2977.05,2654.92,2888.08,3332.02,3493.21,3591.59,3862.3,3735.5,3878.33,4142.27,4299,4230.6,3703.05,3648.42,3909.14,4194.69
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,25489.17,26453.26,29510.13,32625.09,34154.51,35741.79,38783.26,40836.04,38245.06,39705.78,42530.83,42291.17,42558.4,43223.2,40717.1,41462,43088.43,45491.22,45822.07,44745.89,49781.68,50759.63,53464
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,14012.24,15302.35,18724.49,20829.07,21047.19,21382.24,23837.82,25437.67,23326.09,21447.86,21747.99,19864.54,20941.52,21223.08,18252.51,18726.64,19743.96,20614.89,20093.21,19185.7,20230.24,18984.85,
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,25836.27,27151.03,31440.22,40792.28,52468.45,59978.86,64706.99,79811.6,60733.98,73021.31,92993,98041.36,97630.83,93126.15,66984.91,58467.24,59407.7,66264.08,62827.4,52315.66,66858.74,87480.42,
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,1825.19,2119.86,2679.41,3494.99,4618,5757.53,8360.34,10435.22,8548.05,8397.81,9560.16,8930.73,9497.21,10031.34,8976.95,9404.38,10727.97,12494.42,12958,13047.46,14946.62,15692.31,18419.42
Russia,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2100.35,2377.53,2975.12,4102.36,5323.46,6920.2,9101.24,11635.28,8562.82,10674.99,14305.33,15401.85,15941.45,14055.47,9277.71,8663.16,10658.91,11211.89,11447.7,10108.33,12521.52,15445.24,13817.05
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,239.13,234.82,249.56,270.31,325.03,358.12,427.43,529.53,564.98,594.12,650.94,706.14,704.42,724.72,733.81,728.8,756.55,769.08,806.33,773.93,822.27,966.57,1000.22
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,461.9,475.67,544.98,621.23,698.02,779.58,966.39,967.13,1040.52,1254.02,1361.56,1362.4,1380.1,1490.8,1539.59,1675.52,1887.88,1920.13,1965.09,1855.54,2145.15,2254.56,2308.72
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,8337.33,8380.96,9321.81,10935.01,13462.76,14848.6,15756.19,18944.86,15064.63,17958.94,22441.57,24069.2,23945.51,23862.8,20442.36,19930.41,20910.48,24175.58,23405.71,20398.06,24315.62,30447.88,28894.96
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,471.37,529.45,607.01,737.12,945.69,1179.9,1500.67,1585.58,1223.9,1356.89,1391.43,1070.34,1195.42,1338.17,1355.13,1082.62,1014.84,769.87,748.01,608.33,749.71,1102.25,2272.49
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,654.84,688.19,840.36,941.87,1003.19,1038.58,1210.17,1419.53,1323.97,1286.6,1383.54,1334.73,1391.53,1417.09,1238.13,1290.75,1385.2,1484.23,1462.68,1492.48,1630.7,1594.99,1745.97
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,21699.74,22159.84,23730.38,27608.08,29961.32,33768.45,39432.89,40008.57,38926.81,47236.68,53891.46,55547.56,56967.43,57564.8,55645.61,56899.92,61162.1,66840.64,66081.72,61466.8,79601.41,88428.7,84734.26
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,929.87,768.49,905.58,991.99,1145.87,1250.95,1377.86,1504.53,1526.16,1662,1921.36,2087.52,2208.09,2235.73,2134.81,2196.28,2283.58,2450.48,2398.77,2222.46,2151.29,2162.67,2203.18
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,221.3,240.51,255.97,258.47,286.29,320.51,358.08,402.55,386.43,400.54,443.45,558.18,706.45,702.34,581.29,515.45,484.46,519.65,506.61,493.43,504.62,475.8,433.37
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2051.16,2106.74,2197.48,2273.96,2434.32,2651.43,2814.59,2964.17,2889.69,3017.31,3304.97,3471.05,3555.16,3638.52,3761.51,3870.31,3986.05,4145.86,4280.29,3960.31,4599.68,5048.44,5344.21
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,39415.16,41770.15,51198.43,59249.65,60520.79,63692.62,71970.06,77962.14,66200.67,59516.32,55815.29,48433.57,50435.37,50133.61,42281.81,43398.43,44885.52,48464.52,47287.4,45321.49,54982.45,,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,248.36,232.99,290.7,381.48,447.42,466.09,488.46,516.7,251.37,223.49,237.87,324.89,454.08,491.19,507.48,517.1,555.19,537.16,589.47,556.58,576.52,592.1,643.75
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,1727.28,2283.85,3005.43,3502.8,3720.48,4382.62,5848.48,7101.04,6169.11,5735.42,6809.16,6015.95,6755.07,6600.06,5588.98,5765.2,6292.55,7252.4,7417.21,7733.8,9232.96,9537.68,11360.96
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,593.7,629.39,772.07,933.46,1078.31,1237.9,1394.51,1537.99,1429.29,1645.01,1798.96,1818.03,1880.8,1908.35,1653.01,1467.52,1526.79,1628.78,1630.56,1489.6,1635.2,1700.19,1635.24
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,1653.04,1325.28,1503.13,1455.36,1114.92,1659.14,1245.15,1071.78,,,,,,,,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,594.6,630.37,773.02,934.55,1079.47,1239.15,1395.7,1539,1430.14,1645.96,1799.96,1819.03,1882.02,1909.59,1654.27,1468.9,1528.22,1630.27,1632.08,1490.68,1636.32,1701.72,1636.81
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,4979.11,5318.25,6213.29,7106.61,7876.59,8727.97,10108.68,10849.11,9492.51,9979.02,11060.04,11008.15,11302.46,11541.42,10568.24,10806.55,11730.88,12560.19,12581.22,11219.29,12920.7,14176.61,14884.76
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,519.3,568.41,663.92,726.6,843.96,861.52,878.14,1080.56,1126.54,1043.28,1217.21,1207.7,1378.23,1484.17,1292.73,1428.26,1547.82,1815.61,1924.41,2155.27,2350.45,2386.7,2601.79
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,1711.71,2206.27,2529.26,2906.73,3474.12,5031.16,5562.33,6616.82,7176.86,7999.51,8009.25,8922.96,9124.54,9199.18,8907.84,5705.4,6112.88,6730.84,6690.04,4796.53,5026.88,5858.82,6069.03
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,5722.17,6564.7,8731.94,10691.45,11690.11,13170.78,16106.06,18753.58,16597.21,16908.85,18509.74,17498.35,18276.01,18719.99,16390.88,16563.44,17585.2,19486.39,19381.89,19553.26,21765.72,21279.46,24470.24
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,10479.76,11777.16,14849.04,17233.14,18098.91,19672.97,23817.89,27595.6,24792.13,23532.48,25128.02,22641.81,23503.28,24247.17,20890.17,21678.36,23514.03,26123.75,26042.45,25558.43,29331.06,28439.33,32163.51
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,27247.86,29899.2,37321.8,42821.67,43437.06,46593.6,53700.01,56152.55,46946.96,52869.04,60755.76,58037.82,61126.94,60020.36,51545.48,51965.16,53791.51,54589.06,51939.43,52837.9,61417.68,56299.51,56305.25
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1481.16,1362.97,2075.56,2599.15,2964.97,3053.93,3200.51,3022.46,3270.14,4035.53,4360.96,4396.58,4111.13,3928.52,3583.31,3339.99,3824.05,4021.45,3843.38,3372.9,4068.57,3986.89,3797.3
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,27997.29,28460.33,27942.88,36136.7,36519.99,36597.69,35043.69,32341.92,35509.49,30642.58,33238.46,37592.66,39432.64
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,8153.3,8864.17,9070.28,10827.67,11802.11,12782.99,12669.3,11265.44,9747.09,10934.79,12110.09,12337.16,14821.29,15188.19,15333.11,16566.99,17480.37,18440.23,19141.51,14041.48,14982.91,17167.19,17879.24
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,1209.77,1204.23,1239.44,1387.25,1552.93,1736.92,1954.56,2447.51,2479.09,2748.32,2971.28,1910.6,993.74,1071.23,857.42,664.29,862.33,1111.95,1123.63,537.05,421.12,,
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,18323.87,17803.08,18848.78,21233.93,24115.27,28728.57,29446.08,31459.54,24602.91,23103.94,23649.71,22666.41,22451.57,24040.87,25783.29,26995.03,25824.26,27207.29,27327.88,17496.02,23180.89,26886.51,30438.42
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,200.36,225.95,298.25,460.07,664.6,716.67,806.71,936.49,808.16,896.88,988.19,969.62,980.08,1017.79,774.41,691.98,662.9,720.27,701.62,643.77,685.69,699.46,719.38
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,1018.99,1117.76,1254.37,1442.58,1657.51,1980.56,2484.84,3120.49,3358.43,4058.02,4919.05,5437.56,5948.33,6363.12,6572.89,6666.3,7231.06,8033.21,8262.82,8354.74,9922.57,10027.18,10023.2
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,2088.22,2349.87,2890.51,3737.55,4677.7,5650.6,7262.58,8966.07,7082.54,8283.74,10028.33,10423.45,10971.18,10313.12,8014.5,7662.53,8554.01,8883.5,9022.7,8437.73,9985.48,11413.92,11952.69
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,406.87,456.34,551.19,573.48,564.1,565.33,621.73,735.86,737.95,722.23,803.48,781.55,847.39,877.19,770.14,792.44,813.39,873.57,848.31,876.54,965,923.24,1012.97
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,1889.97,2091.18,2350.85,2647.26,2876.25,3343.79,3934.69,4327.8,4154.19,4996.37,5396.64,5748.63,6041.13,5822.38,5708.79,5854.46,6436.79,7124.56,7628.58,7001.85,7070.51,6913.05,7171.81
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,168.64,186.66,233.09,305.27,333.71,401.03,517.43,704.65,666.72,740.28,837.88,959.36,1038.32,1094.43,970.36,801.39,844.37,850.67,889.02,852.33,916.69,1076.43,1188.99
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,762.61,949.58,1256.03,1418.81,1658.67,2074.41,2520.29,3778.67,3901.67,4286.88,5453.16,6441.89,7049.8,7685.51,6208.3,6163.25,6354.53,6721.35,7344.88,7330.37,7885.3,8792.55,9190.67
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,4214.16,3705.73,3719.34,4241.03,5088.02,5907.59,6906.52,7967.13,7367.71,9094.54,10248.7,10244.31,10382.51,10464.89,8577.8,8258.4,9110.9,8822.12,8596.42,7183.58,8304.28,9388.72,10439.53
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,534.65,516.09,529.22,465.94,476.9,456.27,532.49,621.74,682.22,810.22,936.71,1020.11,1201.6,1221.72,1322.93,1349.55,1285.52,1241.16,1583.08,1663.56,2741.95,2389.3,1648.65
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,1662.74,1575.41,1702.29,1982.05,2274.61,2616.13,3151.84,3834.67,3643.3,4133.83,4751.65,5026.65,4538.77,4397.37,3869.32,3891.14,3824.24,3568.27,3534.93,3215.75,3672.48,4152.18,3827.12
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,1754.84,1760.67,1937.04,2195.99,2478.43,2751.96,2799.37,3221.08,2915.49,3416.11,3852.14,4378.57,4208.19,4125.43,4117.93,3978.44,4367.26,4649.61,4878.98,4605.97,4425.97,4681.68,
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,461.9,475.67,544.98,621.23,698.02,779.58,966.39,967.13,1040.52,1254.02,1361.56,1362.4,1380.1,1490.8,1539.59,1675.52,1887.88,1920.13,1965.09,1855.54,2145.15,2254.56,2308.72
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,594.6,630.37,773.02,934.55,1079.47,1239.15,1395.7,1539,1430.14,1645.96,1799.96,1819.03,1882.02,1909.59,1654.27,1468.9,1528.22,1630.27,1632.08,1490.68,1636.32,1701.72,1636.81
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,6592.78,6692.8,8352.46,9756.5,11673.78,13340.92,15627.29,20011.15,13682.76,15711.56,17910.32,19110.05,19927.4,20473.4,18508.77,16139.11,16258.75,16328.13,15642.41,13705.9,16056.3,19629.47,18332.96
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2207.66,2292.48,2693.2,3029.85,3106.58,3279.1,3678.06,4200.17,4029.46,4241.01,4361.95,4233.92,4308.34,4398.64,3960.92,3796.11,3569.72,3577.18,3477.84,3493.9,3817.38,3607.91,3895.39
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,3100.46,3640.76,4704.77,6031.79,7369.43,8003.81,9711.22,10843.5,9013,10622.7,11300.79,11713.28,12578.19,12165.22,11050,10970.05,10695.55,9568.84,9215.44,8638.74,9743.21,10674.5,12985.75
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,1451.48,1752.8,2012.45,2328.49,2311.34,2402.48,2803.25,3103.04,2697.63,3043.17,3663.27,3624.98,3536.9,3556.38,3384.38,3836.07,4181.44,4419.26,4940.05,4674.91,5372.76,5221.53,5465.1
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,394.22,400.08,419.42,447.44,480.18,472.61,539.54,671.24,688.71,730.78,768.93,854.54,954.66,1013.43,929.8,942.89,975.9,1011.6,1050.93,1104.16,1146.03,1193.36,1211.06
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,235.85,241.87,250.69,292.47,330.6,346.77,401.71,473.3,799.93,824.74,837.1,796.71,819.76,897.51,864.18,753.68,766.18,793.13,823.02,846.77,883.89,964.35,1014.21
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,807.8,911.91,1087.79,1416.6,1894.46,2391.32,3197.93,4066.53,2639.38,3078.41,3704.84,4004.79,4187.74,3104.65,2124.66,2187.73,2638.33,3096.56,3661.46,3751.74,4827.85,4575.98,5181.36
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,1831.26,1827.93,2020.29,2362.93,2784.59,3256.6,3971.8,4764.68,4688.32,5684.78,6742.41,7131.85,7505.21,7722.45,7372.18,7340.46,7988.43,8461.56,8547.71,8239.11,9778.05,10190.88,10461.75
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,6331.16,4115.15,3638.94,4130.1,5233.46,5942.13,7149.37,9328.07,9780.74,12512.59,14975.56,16087.25,18140.89,18131.58,16950.75,16837.94,18995.4,19067.29,18149.06,15651,17733.86,20499.24,22564.53
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,37133.62,37997.74,39490.3,41724.64,44123.4,46301.99,48050.23,48570.06,47194.95,48650.66,50065.98,51784.41,53409.75,55304.32,57040.21,58206.61,60322.26,63201.05,65548.07,64317.4,71055.88,77246.67,81695.19
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,456.71,383.34,396.38,465.12,546.78,654.28,830.41,1082.29,1213.27,1742.35,2051.13,2267.62,2419.72,2628.46,2753.97,2704.68,1916.76,1604.26,1795.2,1759.31,1993.42,2276.16,2496.11
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,4066.07,4299.37,4500.93,4883.31,5176.13,5775.09,6439.01,6641.5,6503.1,6590.99,6566.48,6754.37,7117.55,7210.6,7386.75,7684.79,7996.67,8399.71,8680.25,8306.36,8360.1,9297.85,10279.49
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,4940.11,3667.2,3243.37,4287.63,5456.32,6769.87,8369.24,11310.78,11641.8,13692.91,10877.11,12937.93,12433.98,15975.73,,,,,,,,,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,,30062.02,31731.26,35006.36,40828.75,41377.15,44158.51,39152.38,38753.18,39905.13,38997.14,37795.32,34597.98,33045.36,34007.35,35324.97,35365.07,36663.21,38633.53,39411.05,41976.01,,
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,409.5,434.81,485.45,551.9,693.19,790.59,913.31,1158.1,1225.85,1684.01,1953.56,2190.23,2367.5,2558.78,2595.23,2760.72,2992.07,3267.23,3491.09,3586.35,3759.95,4179.01,4346.77
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,1309.05,1299.18,1517.29,1718.26,1814.82,1970.9,2261.46,2525.08,2472.46,2732.55,3064.75,2906.34,2877.44,2861.2,2643.89,2757.2,3032.2,3076.84,3076.59,2917.76,2978.01,3128.54,3367.09
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,5400.63,5535.21,6127.49,6817.5,7288.55,7799.33,8680.93,9420.43,8818.14,9543.07,10484.54,10586.67,10754.8,10918.55,10177.89,10224.07,10762.8,11315.08,11358.48,10941.66,12362.46,12730.16,13138.33
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1435.35,1509.89,1778.84,2168.03,2527.76,2639.81,3011.1,3344.05,3250.95,3494.4,3789.63,3902.31,3989.9,3948.73,4048.47,4105.81,4261.64,4189.05,4308.3,4042.72,3857.69,3745.56,4139.03
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,2873.39,2790.54,2981.18,3524.41,3410.69,3704.56,3902.53,3520.78,3759.47,4009.35,4384.19,4416.03,4310.93,5270.55,5290.98,5943.13
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,514.69,543.9,583.37,668.85,784.76,867.84,956.23,1153.54,1045.81,1249.06,1284.62,1349.99,1497.75,1557.6,1488.42,1069.82,893.72,701.71,693.82,626.31,583.85,698.85,533.37
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2867.47,2708.42,4095.68,5268.28,5893.19,6139.58,6662.06,6251.88,6444.19,8059.56,8737.04,8173.87,7441.23,6965.14,6204.93,5735.07,6734.48,7067.72,6702.53,5753.07,7073.61,6766.48,6253.16
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,401.73,399.1,452.29,556.05,720.45,1065.6,1133.44,1393.52,1150.94,1469.36,1644.46,1729.65,1840.32,1724.58,1307.91,1249.92,1495.75,1475.2,1268.12,958.26,1134.71,1456.9,1369.13
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,569,529.19,474.3,477.4,470.78,441.5,425.04,351.84,762.3,937.84,1082.62,1290.19,1408.37,1407.03,1410.33,1421.79,1192.11,2269.18,1421.87,1372.7,1773.92,1676.82,1592.42
